러프,  1.89 
김재환,  1.78 
박석민,  1.32 
최정,  1.29 
이천웅,  1.23 
강민호,  1.16 
양성우,  1.15 
나성범,  1.15 
박해민,  1.08 
서건창,  1.05 
버나디나,  1.02 
하주석,  0.98 
이종욱,  0.96 
김경언,  0.93 
박용택,  0.92 
박경수,  0.90 
로사리오,  0.87 
전준우,  0.84 
이승엽,  0.83 
모창민,  0.81 
박민우,  0.80 
이성열,  0.76 
이명기,  0.74 
구자욱,  0.73 
윤석민,  0.73 
최형우,  0.72 
양의지,  0.71 
안치홍,  0.71 
권희동,  0.68 
정진기,  0.66 
정근우,  0.66 
김정혁,  0.65 
유강남,  0.64 
이정후,  0.64 
손아섭,  0.63 
나지완,  0.57 
강승호,  0.53 
정진호,  0.53 
최준석,  0.52 
채태인,  0.51 
김문호,  0.50 
신본기,  0.50 
오재일,  0.50 
박동원,  0.49 
김태균,  0.49 
노수광,  0.48 
최주환,  0.47 
박정권,  0.47 
김선빈,  0.44 
김하성,  0.43 
김민성,  0.43 
민병헌,  0.42 
이대호,  0.42 
이범호,  0.42 
이재원,  0.41 
에반스,  0.39 
최진행,  0.39 
김동엽,  0.36 
김태군,  0.34 
양석환,  0.34 
정의윤,  0.34 
나주환,  0.32 
김원석,  0.32 
문규현,  0.30 
정병곤,  0.30 
안익훈,  0.29 
배영섭,  0.29 
스크럭스,  0.28 
오태곤,  0.28 
오재원,  0.28 
김성현,  0.26 
김주찬,  0.25 
유한준,  0.25 
이대형,  0.22 
오정복,  0.21 
손시헌,  0.19 
로하스,  0.18 
김준완,  0.17 
박건우,  0.16 
김상호,  0.16 
김성윤,  0.14 
정훈,  0.12 
이진영,  0.12 
김헌곤,  0.11 
정성훈,  0.09 
김웅빈,  0.09 
하준호,  0.08 
임익준,  0.07 
윤병호,  0.07 
최원준,  0.07 
백창수,  0.05 
강진성,  0.05 
박윤,  0.04 
한승택,  0.04 
박상언,  0.02 
김지수,  0.02 
김민식,  0.02 
이동훈,  0.02 
이원석,  0.02 
김종민,  0.02 
최재원,  0.01 
김사연,  0.01 
서동욱,  0.01 
김회성,  0.00 
김지성,  0.00 
유민상,  0.00 
서예일,  0.00 
성의준,  0.00 
나원탁,  0.00 
손승락,  0.00 
장시환,  0.00 
이민호,  0.00 
김윤동,  0.00 
임창민,  0.00 
이동현,  0.00 
하영민,  0.00 
김광수,  0.00 
심재민,  0.00 
김혜성,  0.00 
김상수,  0.00 
최동환,  0.00 
윤지웅,  0.00 
한승혁,  0.00 
김동호,  0.00 
윤길현,  0.00 
임정호,  0.00 
나종덕,  0.00 
임기영,  0.00 
장현식,  0.00 
신정락,  0.00 
진해수,  0.00 
서진용,  0.00 
김재윤,  0.00 
김주한,  0.00 
홍성무,  0.00 
최성영,  0.00 
손영민,  0.00 
이상화,  0.00 
심동섭,  0.00 
이상호,  -0.00 
전유수,  -0.00 
이재근,  -0.00 
고종욱,  -0.01 
허도환,  -0.01 
김호령,  -0.01 
고영우,  -0.01 
김민혁,  -0.02 
김주형,  -0.02 
한동민,  -0.02 
히메네스,  -0.03 
신성현,  -0.03 
나성용,  -0.03 
이진영,  -0.03 
이현동,  -0.04 
정현,  -0.04 
조윤준,  -0.05 
채은성,  -0.05 
황윤호,  -0.05 
김주현,  -0.05 
주효상,  -0.06 
이호준,  -0.06 
이형종,  -0.06 
노경은,  -0.06 
이성규,  -0.06 
나경민,  -0.07 
박세혁,  -0.07 
손주인,  -0.07 
대니돈,  -0.07 
김민수,  -0.07 
김재현,  -0.07 
김연훈,  -0.08 
조평호,  -0.08 
차일목,  -0.08 
박한이,  -0.10 
정상호,  -0.10 
김성욱,  -0.10 
황목치승,  -0.11 
이재율,  -0.12 
오지환,  -0.12 
이우민,  -0.12 
번즈,  -0.13 
류지혁,  -0.13 
심우준,  -0.14 
최항,  -0.14 
조수행,  -0.14 
우동균,  -0.14 
이지영,  -0.15 
허경민,  -0.16 
이해창,  -0.16 
장성우,  -0.16 
김태연,  -0.16 
김대륙,  -0.17 
전민수,  -0.18 
로맥,  -0.18 
유재신,  -0.19 
김태완,  -0.19 
조용호,  -0.20 
조동찬,  -0.21 
박헌도,  -0.21 
박승욱,  -0.21 
임병욱,  -0.22 
허정협,  -0.22 
조영훈,  -0.23 
지석훈,  -0.24 
이홍구,  -0.25 
남태혁,  -0.26 
강경학,  -0.28 
국해성,  -0.28 
송광민,  -0.29 
김상수,  -0.32 
권정웅,  -0.32 
김용의,  -0.33 
오선진,  -0.35 
최재훈,  -0.36 
이성우,  -0.36 
김강민,  -0.37 
김재호,  -0.40 
신종길,  -0.40 
김동한,  -0.43 
황진수,  -0.45 
김사훈,  -0.48 
강한울,  -0.53 
장민석,  -0.55 
박기혁,  -0.56 
이택근,  -0.60 
김재율,  -0.61 
김동명,  -0.79 
