정근우,  0.68 
김준태,  0.63 
서건창,  0.55 
최형우,  0.51 
이성열,  0.48 
정진호,  0.46 
이진영,  0.38 
김재호,  0.37 
김종호,  0.35 
이승엽,  0.35 
최준석,  0.32 
김태균,  0.30 
김주찬,  0.30 
이범호,  0.29 
박정권,  0.27 
조영훈,  0.27 
이종욱,  0.26 
김지수,  0.26 
오지환,  0.26 
심우준,  0.24 
이상호,  0.23 
이원석,  0.22 
김재환,  0.21 
박석민,  0.20 
김사훈,  0.20 
나지완,  0.19 
이명기,  0.18 
나성범,  0.17 
이재원,  0.15 
김웅빈,  0.14 
황재균,  0.13 
신성현,  0.13 
손시헌,  0.13 
김하성,  0.12 
김강민,  0.12 
유재신,  0.11 
최원준,  0.10 
이흥련,  0.10 
박한이,  0.10 
손주인,  0.09 
노수광,  0.08 
윤요섭,  0.08 
오정복,  0.08 
김성현,  0.07 
유한준,  0.06 
이종환,  0.06 
차일목,  0.05 
고메즈,  0.05 
김동한,  0.04 
정상호,  0.04 
유강남,  0.04 
박세혁,  0.04 
에반스,  0.04 
김선민,  0.04 
한동민,  0.04 
양석환,  0.03 
박승욱,  0.03 
임병욱,  0.03 
김재현,  0.03 
용덕한,  0.03 
이지영,  0.03 
이호신,  0.03 
박광열,  0.02 
이천웅,  0.02 
황목치승,  0.02 
정주후,  0.02 
박해민,  0.02 
조윤준,  0.01 
오재일,  0.01 
신종길,  0.01 
홍성갑,  0.01 
김주형,  0.00 
양성우,  0.00 
배정대,  0.00 
이형종,  0.00 
오재원,  0.00 
강한울,  0.00 
김대륙,  0.00 
임정호,  0.00 
홍건희,  0.00 
김진우,  0.00 
헥터,  0.00 
나경민,  0.00 
전상현,  0.00 
이민호,  0.00 
심동섭,  0.00 
최영필,  0.00 
임창민,  0.00 
박종윤,  -0.00 
문규현,  -0.00 
고영우,  -0.00 
조수행,  -0.00 
최정,  -0.00 
서상우,  -0.00 
김동엽,  -0.00 
최재훈,  -0.01 
윤진호,  -0.01 
정수빈,  -0.01 
박헌도,  -0.01 
성의준,  -0.02 
김상호,  -0.02 
강지광,  -0.02 
박성준,  -0.02 
히메네스,  -0.02 
배영섭,  -0.02 
오선진,  -0.02 
윤해진,  -0.02 
이병규,  -0.03 
이재율,  -0.03 
안익훈,  -0.03 
서동욱,  -0.03 
양의지,  -0.03 
한승택,  -0.03 
김민식,  -0.03 
박준혁,  -0.03 
허도환,  -0.03 
박경수,  -0.03 
지석훈,  -0.03 
허경민,  -0.04 
박용택,  -0.04 
송광민,  -0.04 
김재유,  -0.04 
장민석,  -0.04 
장운호,  -0.04 
하준호,  -0.04 
남태혁,  -0.04 
이성우,  -0.05 
유민상,  -0.05 
김정혁,  -0.05 
이성규,  -0.05 
황선도,  -0.05 
김동명,  -0.06 
서예일,  -0.06 
김상수,  -0.06 
김준완,  -0.07 
이병규,  -0.07 
강민호,  -0.07 
최주환,  -0.08 
김재현,  -0.08 
대니돈,  -0.08 
박건우,  -0.08 
김선빈,  -0.08 
박민우,  -0.08 
이상훈,  -0.08 
백상원,  -0.08 
조인성,  -0.08 
주효상,  -0.08 
이홍구,  -0.08 
김문호,  -0.08 
우동균,  -0.09 
신본기,  -0.09 
정성훈,  -0.09 
윤정우,  -0.09 
조동화,  -0.09 
국해성,  -0.10 
손아섭,  -0.10 
나주환,  -0.10 
문선재,  -0.10 
필,  -0.10 
안치홍,  -0.11 
김민성,  -0.11 
민병헌,  -0.11 
문상철,  -0.13 
이호준,  -0.13 
김용의,  -0.13 
정의윤,  -0.13 
이양기,  -0.14 
김민준,  -0.14 
채태인,  -0.14 
김재현,  -0.15 
정훈,  -0.15 
박용근,  -0.16 
최승준,  -0.16 
박동원,  -0.16 
이영욱,  -0.16 
김호령,  -0.17 
오태곤,  -0.18 
김연훈,  -0.18 
이대형,  -0.20 
구자욱,  -0.21 
이해창,  -0.23 
이택근,  -0.24 
채은성,  -0.24 
모창민,  -0.25 
김태군,  -0.26 
김성욱,  -0.27 
나성용,  -0.27 
권희동,  -0.30 
고종욱,  -0.30 
윤석민,  -0.32 
전준우,  -0.40 
하주석,  -0.42 
