초이스,  0.41 
김원석,  0.40 
안치홍,  0.37 
김성훈,  0.37 
박해민,  0.31 
이성우,  0.29 
이승엽,  0.26 
박한이,  0.21 
이명기,  0.21 
번즈,  0.18 
노수광,  0.15 
김문호,  0.14 
오재원,  0.14 
권희동,  0.14 
오정복,  0.13 
유강남,  0.13 
김혜성,  0.12 
이용규,  0.12 
박석민,  0.12 
박용택,  0.12 
김주찬,  0.11 
송성문,  0.11 
나지완,  0.10 
이대수,  0.10 
오태곤,  0.09 
이진영,  0.09 
김하성,  0.08 
고종욱,  0.08 
문규현,  0.08 
문선재,  0.08 
이원석,  0.08 
박기혁,  0.07 
정의윤,  0.06 
김성욱,  0.06 
구자욱,  0.06 
나성범,  0.05 
로맥,  0.05 
이성열,  0.05 
장성우,  0.04 
최진행,  0.04 
강한울,  0.04 
오재일,  0.04 
전준우,  0.04 
안익훈,  0.03 
최민창,  0.03 
박광열,  0.03 
임병욱,  0.03 
최주환,  0.03 
최윤석,  0.03 
최형우,  0.02 
김웅빈,  0.01 
최승준,  0.01 
정현,  0.01 
손주인,  0.01 
한승택,  0.01 
황진수,  0.01 
최정,  0.01 
김주성,  0.00 
김호령,  0.00 
최원제,  0.00 
김헌곤,  0.00 
고영우,  0.00 
오준혁,  0.00 
김동명,  0.00 
김주형,  0.00 
유재신,  0.00 
김만수,  0.00 
박세혁,  0.00 
지석훈,  0.00 
이동걸,  0.00 
정진호,  0.00 
유영준,  0.00 
주효상,  0.00 
박승욱,  0.00 
이재율,  0.00 
심우준,  0.00 
정경운,  0.00 
조윤준,  0.00 
신본기,  0.00 
김태균,  -0.00 
권정웅,  -0.00 
최원준,  -0.00 
최준석,  -0.01 
백용환,  -0.01 
이재근,  -0.01 
박건우,  -0.01 
김태군,  -0.01 
정진기,  -0.01 
김민식,  -0.01 
조수행,  -0.01 
서건창,  -0.02 
박정음,  -0.02 
남태혁,  -0.02 
이범호,  -0.02 
손시헌,  -0.02 
배영섭,  -0.02 
채은성,  -0.02 
박헌도,  -0.03 
박민우,  -0.03 
양의지,  -0.03 
허정협,  -0.03 
김동엽,  -0.03 
이홍구,  -0.03 
백창수,  -0.03 
김재현,  -0.03 
강상원,  -0.04 
모창민,  -0.04 
김태완,  -0.04 
양석환,  -0.04 
하준호,  -0.04 
이재원,  -0.04 
허경민,  -0.04 
로하스,  -0.05 
박경수,  -0.05 
김민수,  -0.05 
손아섭,  -0.05 
신진호,  -0.05 
김회성,  -0.05 
신성현,  -0.05 
버나디나,  -0.05 
조용호,  -0.05 
김성현,  -0.06 
백승현,  -0.06 
이창열,  -0.06 
허도환,  -0.06 
김준완,  -0.06 
이종욱,  -0.06 
강민호,  -0.06 
김재현,  -0.06 
이정후,  -0.06 
스크럭스,  -0.07 
이해창,  -0.07 
이대호,  -0.08 
나주환,  -0.08 
러프,  -0.08 
김진곤,  -0.08 
민병헌,  -0.08 
에반스,  -0.08 
박성한,  -0.09 
김재환,  -0.09 
이호준,  -0.09 
박정권,  -0.10 
서동욱,  -0.11 
김강민,  -0.11 
유한준,  -0.12 
류지혁,  -0.12 
윤석민,  -0.12 
오선진,  -0.12 
이상호,  -0.12 
이형종,  -0.13 
노진혁,  -0.14 
이동훈,  -0.14 
강승호,  -0.16 
최재훈,  -0.16 
정성훈,  -0.16 
장영석,  -0.16 
김민성,  -0.16 
김재율,  -0.17 
하주석,  -0.19 
김선빈,  -0.21 
양성우,  -0.21 
송광민,  -0.23 
