고종욱,  2.12 
강민호,  1.88 
채은성,  1.85 
구자욱,  1.80 
마르테,  1.61 
나지완,  1.57 
황재균,  1.42 
테임즈,  1.34 
이재원,  1.24 
김태균,  1.21 
김경언,  1.18 
박건우,  1.16 
정의윤,  1.07 
발디리스,  1.00 
손아섭,  0.96 
필,  0.94 
전민수,  0.90 
이택근,  0.90 
박용택,  0.87 
대니돈,  0.84 
박석민,  0.82 
로사리오,  0.81 
김성욱,  0.78 
김용의,  0.78 
손시헌,  0.69 
윤석민,  0.66 
김민성,  0.64 
서건창,  0.63 
고메즈,  0.62 
이용규,  0.61 
송광민,  0.60 
박정음,  0.58 
오재일,  0.58 
맥스웰,  0.56 
김재환,  0.51 
유한준,  0.49 
최재원,  0.49 
오지환,  0.47 
양성우,  0.43 
정훈,  0.40 
김준완,  0.40 
심우준,  0.40 
문규현,  0.37 
채태인,  0.35 
김하성,  0.32 
강한울,  0.32 
김연훈,  0.30 
에반스,  0.29 
김주찬,  0.29 
이성열,  0.26 
김재호,  0.23 
이천웅,  0.22 
박민우,  0.22 
우동균,  0.20 
이승엽,  0.19 
최형우,  0.18 
서동욱,  0.18 
신성현,  0.18 
유재신,  0.16 
백상원,  0.16 
김주형,  0.15 
류지혁,  0.14 
정근우,  0.14 
이종욱,  0.14 
이우민,  0.13 
김웅빈,  0.13 
김원섭,  0.13 
양의지,  0.13 
최정,  0.12 
박한이,  0.12 
김영환,  0.11 
손용석,  0.09 
김성현,  0.09 
유민상,  0.07 
모창민,  0.06 
장영석,  0.06 
노수광,  0.06 
김종호,  0.05 
유강남,  0.05 
이병규,  0.04 
히메네스,  0.04 
박용근,  0.04 
황목치승,  0.04 
김태군,  0.04 
권용관,  0.03 
이대형,  0.03 
박재상,  0.03 
최정민,  0.02 
박재욱,  0.02 
이호준,  0.01 
배영섭,  0.01 
신종길,  0.01 
김동엽,  0.01 
김인태,  0.00 
박찬호,  0.00 
이홍구,  0.00 
서예일,  0.00 
주현상,  0.00 
정주현,  0.00 
김재유,  0.00 
유서준,  0.00 
윤정우,  0.00 
원종현,  0.00 
진야곱,  0.00 
손승락,  0.00 
홍성민,  0.00 
권혁,  0.00 
조한욱,  0.00 
최선호,  0.00 
박희수,  0.00 
라라,  0.00 
성의준,  0.00 
정영일,  0.00 
이정훈,  0.00 
최경철,  0.00 
윤길현,  0.00 
김주한,  0.00 
박준영,  0.00 
이진석,  -0.00 
이종환,  -0.00 
하준호,  -0.00 
조수행,  -0.00 
홍재호,  -0.00 
윤해진,  -0.00 
정진호,  -0.01 
배정대,  -0.01 
김태완,  -0.01 
신현철,  -0.01 
최준석,  -0.01 
이범호,  -0.01 
이성규,  -0.01 
송주호,  -0.01 
김민하,  -0.02 
최재훈,  -0.02 
백창수,  -0.02 
백용환,  -0.03 
김상현,  -0.03 
장준원,  -0.03 
김호령,  -0.03 
김태완,  -0.04 
김재현,  -0.05 
임익준,  -0.06 
김대륙,  -0.06 
윤진호,  -0.06 
오정복,  -0.07 
이영욱,  -0.07 
오준혁,  -0.07 
이정식,  -0.07 
나성범,  -0.07 
이동훈,  -0.07 
고영우,  -0.08 
허도환,  -0.08 
박정권,  -0.08 
허경민,  -0.08 
나경민,  -0.08 
김진곤,  -0.08 
민병헌,  -0.09 
이형종,  -0.09 
최정용,  -0.10 
김상수,  -0.11 
임병욱,  -0.11 
김재현,  -0.11 
김준태,  -0.12 
김기현,  -0.12 
홍성흔,  -0.12 
이진영,  -0.13 
이여상,  -0.13 
강지광,  -0.14 
손주인,  -0.14 
정수빈,  -0.15 
김종민,  -0.15 
하주석,  -0.15 
김정혁,  -0.16 
장운호,  -0.17 
조인성,  -0.17 
용덕한,  -0.17 
정성훈,  -0.18 
조동화,  -0.18 
김사연,  -0.19 
김상호,  -0.19 
문상철,  -0.21 
최승준,  -0.22 
김동한,  -0.23 
강경학,  -0.23 
양석환,  -0.23 
조영훈,  -0.24 
박경수,  -0.25 
김재현,  -0.25 
박세혁,  -0.25 
이해창,  -0.29 
김지수,  -0.30 
차일목,  -0.31 
박종윤,  -0.31 
임훈,  -0.31 
장민석,  -0.32 
김민식,  -0.33 
박동원,  -0.35 
국해성,  -0.36 
이명기,  -0.36 
이지영,  -0.39 
이흥련,  -0.48 
지석훈,  -0.49 
최주환,  -0.54 
오재원,  -0.56 
박기혁,  -0.57 
김문호,  -0.62 
박해민,  -0.63 
김강민,  -0.69 
