이호준,  2.62 
김경언,  1.60 
박병호,  1.51 
최진행,  1.43 
브라운,  1.37 
이택근,  1.30 
나성범,  1.19 
김민우,  1.18 
양의지,  1.14 
김재환,  1.11 
강민호,  1.09 
박민우,  1.07 
이대형,  1.02 
유한준,  0.99 
김민성,  0.96 
아두치,  0.90 
이용규,  0.87 
하준호,  0.87 
손아섭,  0.85 
김태균,  0.81 
필,  0.81 
테임즈,  0.81 
김원섭,  0.79 
김주찬,  0.75 
강경학,  0.75 
장성우,  0.71 
정훈,  0.67 
김현수,  0.66 
이성열,  0.64 
박석민,  0.64 
채태인,  0.59 
최준석,  0.58 
마르테,  0.48 
이재원,  0.46 
김종호,  0.42 
황재균,  0.41 
박광열,  0.40 
박용택,  0.40 
나주환,  0.39 
이홍구,  0.36 
박정권,  0.35 
박한이,  0.32 
정성훈,  0.32 
나바로,  0.30 
신명철,  0.29 
신종길,  0.26 
한나한,  0.26 
최형우,  0.26 
윤석민,  0.25 
손주인,  0.23 
나성용,  0.23 
민병헌,  0.21 
안중열,  0.21 
고종욱,  0.20 
정수빈,  0.18 
강지광,  0.18 
스나이더,  0.17 
진갑용,  0.16 
구자욱,  0.16 
박진만,  0.15 
이종욱,  0.14 
유재신,  0.14 
오준혁,  0.14 
정진호,  0.14 
김재현,  0.14 
박재상,  0.14 
폭스,  0.13 
허경민,  0.12 
장민석,  0.11 
김상현,  0.10 
박준태,  0.10 
지석훈,  0.08 
김상수,  0.07 
오재원,  0.07 
허웅,  0.07 
이흥련,  0.07 
강한울,  0.07 
김주형,  0.06 
조영훈,  0.04 
문상철,  0.03 
박해민,  0.02 
정범모,  0.02 
박용근,  0.02 
오태곤,  0.02 
이호신,  0.02 
이종환,  0.01 
김민하,  0.01 
박헌도,  0.01 
양석환,  0.01 
노수광,  0.00 
이우민,  0.00 
백상원,  0.00 
안익훈,  0.00 
김지성,  0.00 
함덕주,  0.00 
이정민,  0.00 
이태양,  0.00 
봉중근,  0.00 
고영표,  0.00 
심재민,  0.00 
홍성민,  0.00 
문경찬,  0.00 
윤석민,  0.00 
안상빈,  0.00 
이한진,  0.00 
고창성,  0.00 
임창민,  0.00 
김태영,  0.00 
한승혁,  0.00 
박진형,  0.00 
장시환,  0.00 
이성민,  0.00 
신승현,  0.00 
이동현,  0.00 
정대훈,  0.00 
노경은,  0.00 
심동섭,  0.00 
마정길,  0.00 
김준,  0.00 
최정민,  0.00 
이영욱,  0.00 
배정대,  -0.00 
조홍석,  -0.00 
양원혁,  -0.00 
박정진,  -0.01 
용덕한,  -0.01 
이창섭,  -0.01 
이해창,  -0.01 
조평호,  -0.02 
이범호,  -0.02 
김영환,  -0.02 
조중근,  -0.02 
강민국,  -0.03 
채기영,  -0.03 
강로한,  -0.03 
김진곤,  -0.03 
김재현,  -0.03 
양종민,  -0.04 
김성현,  -0.04 
김지수,  -0.04 
윤진호,  -0.04 
박건우,  -0.05 
김재호,  -0.05 
조동화,  -0.05 
오윤석,  -0.05 
신성현,  -0.06 
윤요섭,  -0.06 
문우람,  -0.07 
노진혁,  -0.07 
김태완,  -0.07 
홍성흔,  -0.08 
백창수,  -0.08 
김진형,  -0.08 
김정혁,  -0.08 
홍명찬,  -0.09 
김강민,  -0.09 
송성문,  -0.09 
김동명,  -0.10 
이민재,  -0.10 
마낙길,  -0.10 
이승엽,  -0.11 
유강남,  -0.11 
김영관,  -0.12 
정근우,  -0.12 
박동원,  -0.13 
박찬도,  -0.13 
최용규,  -0.14 
채은성,  -0.15 
박경수,  -0.15 
김회성,  -0.15 
김민혁,  -0.15 
박기남,  -0.15 
최주환,  -0.15 
권혁,  -0.16 
황선일,  -0.17 
서동욱,  -0.17 
오지환,  -0.17 
고동진,  -0.17 
조인성,  -0.18 
한상훈,  -0.18 
최경철,  -0.19 
손시헌,  -0.19 
박윤,  -0.19 
최재훈,  -0.19 
안정광,  -0.20 
임병욱,  -0.20 
정상호,  -0.20 
문선재,  -0.20 
고영우,  -0.21 
김태완,  -0.21 
김호령,  -0.22 
이은총,  -0.22 
이성우,  -0.23 
박찬호,  -0.23 
최재원,  -0.24 
정의윤,  -0.24 
주현상,  -0.25 
임재철,  -0.25 
차일목,  -0.26 
임훈,  -0.26 
김재현,  -0.27 
김하성,  -0.27 
이병규,  -0.29 
최희섭,  -0.30 
최정,  -0.30 
허도환,  -0.30 
모창민,  -0.32 
김문호,  -0.32 
황목치승,  -0.32 
김용의,  -0.33 
김다원,  -0.33 
김재유,  -0.33 
장성호,  -0.33 
이지영,  -0.35 
송주호,  -0.35 
권용관,  -0.36 
김성욱,  -0.36 
박종윤,  -0.38 
이창진,  -0.40 
박기혁,  -0.40 
나지완,  -0.44 
이병규,  -0.44 
이지찬,  -0.47 
우동균,  -0.47 
김대우,  -0.49 
문규현,  -0.52 
송민섭,  -0.53 
김민식,  -0.54 
이명기,  -0.54 
박지규,  -0.63 
김태군,  -0.64 
이진영,  -0.76 
심우준,  -0.86 
박계현,  -0.86 
