1, 이명기, 좌익수, 좌투좌타
2, 김성현, 유격수, 우투우타
3, 브라운, 1루수, 우투우타
4, 정의윤, 지명타자, 우투우타
5, 정상호, 포수, 우투우타
6, 이대수, 3루수, 우투우타
7, 박재상, 우익수, 좌투좌타
8, 김연훈, 2루수, 우투우타
9, 김강민, 중견수, 우투우타
0, 세든, 투수, 좌투좌타
