1, 박민우, 2루수, 우투좌타
2, 노진혁, 3루수, 우투좌타
3, 스몰린스키, 우익수, 우투우타
4, 박석민, 지명타자, 우투우타
5, 모창민, 1루수, 우투우타
6, 강진성, 좌익수, 우투우타
7, 김태진, 중견수, 우투좌타
8, 김찬형, 유격수, 우투우타
9, 김형준, 포수, 우투우타
0, 이재학, 투수, 우언우타
