1, 오정복, 좌익수, 우투우타
2, 이대형, 중견수, 좌투좌타
3, 마르테, 3루수, 우투우타
4, 김상현, 1루수, 우투우타
5, 장성우, 지명타자, 우투우타
6, 박경수, 2루수, 우투우타
7, 김진곤, 우익수, 우투좌타
8, 김종민, 포수, 우투우타
9, 심우준, 유격수, 우투우타
0, 옥스프링, 투수, 우투좌타
