1, 김준완, 중견수, 우투좌타
2, 박민우, 2루수, 우투좌타
3, 나성범, 우익수, 좌투좌타
4, 조영훈, 1루수, 좌투좌타
5, 이호준, 지명타자, 우투우타
6, 김성욱, 좌익수, 우투우타
7, 지석훈, 3루수, 우투우타
8, 손시헌, 유격수, 우투우타
9, 용덕한, 포수, 우투우타
0, 구창모, 투수, 좌투좌타
