1, 하준호, 좌익수, 좌투좌타
2, 이진영, 우익수, 좌투좌타
3, 로하스, 중견수, 우투양타, 4, 윤석민, 지명타자, 우투우타
5, 오태곤, 3루수, 우투우타
6, 김동명, 1루수, 우투우타
7, 박기혁, 유격수, 우투우타
8, 장성우, 포수, 우투우타
9, 정현, 2루수, 우투우타
0, 피어밴드, 투수, 좌투좌타
