1, 이대형, 좌익수, 좌투좌타
2, 하준호, 중견수, 좌투좌타
3, 모넬, 1루수, 우투좌타
4, 이진영, 우익수, 좌투좌타
5, 유한준, 지명타자, 우투우타
6, 박경수, 2루수, 우투우타
7, 박기혁, 유격수, 우투우타
8, 심우준, 3루수, 우투우타
9, 이해창, 포수, 우투우타
0, 주권, 투수, 우투우타
