1, 고종욱, 지명타자, 우투좌타
2, 스나이더, 좌익수, 좌투좌타
3, 서건창, 2루수, 우투좌타
4, 박병호, 3루수, 우투우타
5, 유한준, 우익수, 우투우타
6, 이택근, 중견수, 우투우타
7, 박동원, 포수, 우투우타
8, 서동욱, 1루수, 우투양타, 9, 장시윤, 유격수, 우투우타
0, 피어밴드, 투수, 좌투좌타
