1, 오지환, 유격수, 우투좌타
2, 황목치승, 2루수, 우투우타
3, 이진영, 우익수, 좌투좌타
4, 이병규, 좌익수, 좌투좌타
5, 한나한, 1루수, 우투좌타
6, 양석환, 3루수, 우투우타
7, 나성용, 지명타자, 우투우타
8, 최경철, 포수, 우투우타
9, 이민재, 중견수, 좌투좌타
0, 루카스, 투수, 우투양타, 
