1, 김주찬, 지명타자, 우투우타
2, 신종길, 우익수, 우투좌타
3, 필, 1루수, 우투우타
4, 나지완, 좌익수, 우투우타
5, 이범호, 3루수, 우투우타
6, 백용환, 포수, 우투우타
7, 김민우, 2루수, 우투우타
8, 김호령, 중견수, 우투우타
9, 이인행, 유격수, 우투좌타
0, 임기준, 투수, 좌투좌타
