1, 나경민, 중견수, 좌투좌타
2, 손아섭, 우익수, 우투좌타
3, 최준석, 지명타자, 우투우타
4, 이대호, 1루수, 우투우타
5, 강민호, 포수, 우투우타
6, 김문호, 좌익수, 좌투좌타
7, 정훈, 2루수, 우투우타
8, 번즈, 3루수, 우투우타
9, 김민수, 유격수, 우투우타
0, 애디튼, 투수, 좌투우타
