1, 정은원, 2루수, 우투좌타
2, 강경학, 유격수, 우투좌타
3, 호잉, 중견수, 우투좌타
4, 김태균, 지명타자, 우투우타
5, 이성열, 우익수, 우투좌타
6, 노시환, 3루수, 우투우타
7, 장진혁, 좌익수, 우투좌타
8, 최재훈, 포수, 우투우타
9, 변우혁, 1루수, 우투우타
0, 서폴드, 투수, 우투우타
