1, 이대형, 중견수, 좌투좌타
2, 오정복, 좌익수, 우투우타
3, 마르테, 3루수, 우투우타
4, 김상현, 1루수, 우투우타
5, 유민상, 지명타자, 우투좌타
6, 윤요섭, 포수, 우투우타
7, 하준호, 우익수, 좌투좌타
8, 김연훈, 2루수, 우투우타
9, 심우준, 유격수, 우투우타
0, 엄상백, 투수, 우언우타
