1, 정근우, 2루수, 우투우타
2, 이용규, 중견수, 좌투좌타
3, 최진행, 좌익수, 우투우타
4, 김태균, 1루수, 우투우타
5, 폭스, 지명타자, 우투우타
6, 김경언, 우익수, 좌투좌타
7, 조인성, 포수, 우투우타
8, 강경학, 유격수, 우투좌타
9, 신성현, 3루수, 우투우타
0, 안영명, 투수, 우투우타
