1, 노수광, 중견수, 우투좌타
2, 최항, 3루수, 우투좌타
3, 로맥, 우익수, 우투우타
4, 정의윤, 좌익수, 우투우타
5, 최승준, 지명타자, 우투우타
6, 나주환, 2루수, 우투우타
7, 박정권, 1루수, 좌투좌타
8, 이대수, 유격수, 우투우타
9, 이성우, 포수, 우투우타
0, 다이아몬드, 투수, 좌투좌타
