,,,,,
1,최정,1987-02-28,SK,5,2.717830014
2,요키시,1989-07-29,키움,1,2.14388
3,양현종,1988-03-01,KIA,1,1.707990017
4,로하스,1990-05-24,KT,8,1.70276001
5,레일리,1988-06-29,롯데,1,1.646560027
6,장시환,1987-11-01,롯데,1,1.502259995
7,루친스키,1988-12-30,NC,1,1.422169989
8,터커,1990-07-06,KIA,9,1.355979996
9,러프,1986-07-28,삼성,3,1.302629981
10,김광현,1988-07-22,SK,1,1.294479995
11,김재호,1985-03-21,두산,6,1.266550017
12,린드블럼,1987-06-15,두산,1,1.246880012
13,샌즈,1987-09-28,키움,9,1.168879999
14,김상수,1990-03-23,삼성,4,1.165149982
15,황재균,1987-07-28,KT,5,1.16300003
16,오지환,1990-03-12,LG,6,1.153640017
17,강백호,1999-07-29,KT,9,1.121539984
18,손아섭,1988-03-18,롯데,9,1.097009975
19,김하성,1995-10-17,키움,6,1.06833
20,이대은,1989-03-23,KT,1,1.057470009
21,민병헌,1987-03-10,롯데,8,1.052870004
22,이형종,1989-06-07,LG,7,1.043130021
23,원태인,2000-04-06,삼성,1,1.040300023
24,박동원,1990-04-07,키움,2,1.01404001
25,이정후,1998-08-20,키움,7,1.003219992
26,서준원,2000-11-05,롯데,1,1.001409984
27,브리검,1988-02-10,키움,1,0.99621
28,서폴드,1990-01-16,한화,1,0.983429985
29,페르난데스,1988-04-27,두산,0,0.949290019
30,산체스,1989-11-28,SK,1,0.943980025
31,김현수,1988-01-12,LG,7,0.869700003
32,로맥,1985-09-30,SK,3,0.84129999
33,정은원,2000-01-17,한화,4,0.814169999
34,양의지,1987-06-05,NC,2,0.801049991
35,유희관,1986-06-01,두산,1,0.784710005
36,유한준,1981-07-01,KT,0,0.774540011
37,김대현,1997-03-08,LG,1,0.755589992
38,이창진,1991-03-04,KIA,8,0.751509996
39,한현희,1993-06-25,키움,1,0.738379993
40,오주원,1985-03-31,키움,1,0.729390004
41,최재훈,1989-08-27,한화,2,0.706459997
42,함덕주,1995-01-13,두산,1,0.706100007
43,이성열,1984-07-13,한화,9,0.695159997
44,문승원,1989-11-28,SK,1,0.687000005
45,김상수,1988-01-02,키움,1,0.673330015
46,이천웅,1988-10-20,LG,8,0.669370011
47,쿠에바스,1990-10-14,KT,1,0.666540001
48,안치홍,1990-07-02,KIA,4,0.658370007
49,한동민,1989-08-09,SK,9,0.657190015
50,최동현,1994-12-21,두산,1,0.649100003
51,박시영,1989-03-10,롯데,1,0.641990004
52,맥과이어,1989-06-23,삼성,1,0.639119988
53,김태균,1982-05-29,한화,0,0.635169987
54,최형우,1983-12-16,KIA,0,0.633340007
55,김헌곤,1988-11-09,삼성,7,0.631950018
56,정영일,1988-11-16,SK,1,0.628190005
57,이재원,1988-02-24,SK,2,0.617670008
58,이형범,1994-02-27,두산,1,0.607000008
59,진명호,1989-03-20,롯데,1,0.603250008
60,박치국,1998-03-10,두산,1,0.602129997
61,하재훈,1990-10-29,SK,1,0.584400005
62,노수광,1990-08-06,SK,7,0.575880018
63,고종욱,1989-01-11,SK,7,0.573380016
64,구창모,1997-02-17,NC,1,0.571619997
65,오재일,1986-10-29,두산,3,0.55005001
66,김승회,1981-02-11,두산,11,0.549749991
67,심우준,1995-04-28,KT,6,0.541419988
68,문경찬,1992-07-08,KIA,1,0.533149992
69,백정현,1987-07-13,삼성,1,0.527020019
70,류제국,1983-05-30,LG,1,0.510260008
71,채은성,1990-02-06,LG,9,0.50558999
72,김태훈,1990-05-19,SK,1,0.49436999
73,김민수,1992-07-24,KT,1,0.490769992
74,윌랜드,1990-01-21,KIA,1,0.489550001
75,호잉,1989-05-18,한화,9,0.481900023
76,전유수,1986-11-29,KT,1,0.480759997
77,모창민,1985-05-08,NC,3,0.47190999
78,박건우,1990-09-08,두산,9,0.469430006
79,김기훈,2000-01-03,KIA,1,0.468230008
80,차명진,1995-03-03,KIA,1,0.463109999
81,고우석,1998-08-06,LG,1,0.45731001
82,임찬규,1992-11-20,LG,1,0.448460019
83,고효준,1983-02-08,롯데,1,0.446609996
84,전준우,1986-02-25,롯데,7,0.44329
85,김재환,1988-09-22,두산,7,0.442059998
86,이보근,1986-04-30,키움,1,0.43871
87,이원석,1986-10-21,삼성,5,0.431849999
88,서건창,1989-08-22,키움,4,0.430980009
89,원종현,1987-07-31,NC,1,0.423810014
90,최성영,1997-04-28,NC,1,0.420180004
91,김선빈,1989-12-18,KIA,6,0.413210003
92,최주환,1988-02-28,두산,4,0.408540009
93,김민,1999-04-14,KT,1,0.406349979
94,서진용,1992-10-02,SK,1,0.401050002
95,박병호,1986-07-10,키움,3,0.391449998
96,조셉,1991-07-16,LG,3,0.383950004
97,최채흥,1995-01-22,삼성,1,0.382139998
98,이승호,1999-02-08,키움,1,0.370999998
99,구자욱,1993-02-12,삼성,9,0.36812
100,임기준,1991-10-08,KIA,1,0.366989997
101,김범수,1995-10-03,한화,1,0.365329995
102,다익손,1994-07-02,"SK,롯데",1,0.359180009
103,박민우,1993-02-06,NC,4,0.353870018
104,임준섭,1989-07-16,한화,1,0.348569998
105,조용호,1989-09-09,KT,9,0.326370006
106,진해수,1986-06-26,LG,1,0.324639998
107,김동한,1988-06-24,롯데,4,0.324350001
108,박준표,1992-06-26,KIA,1,0.32286001
109,이명기,1987-12-26,"KIA,NC",9,0.320949996
110,이영재,1992-08-04,LG,1,0.319170011
111,박종훈,1991-08-13,SK,1,0.317409998
112,정우람,1985-06-01,한화,1,0.306050004
