1,양현종,1988-03-01,KIA,1,2.567289973
2,박병호,1986-07-10,키움,3,1.728020023
3,김혜성,1999-01-27,키움,4,1.722409984
4,최형우,1983-12-16,KIA,0,1.503779997
5,김하성,1995-10-17,키움,6,1.48711999
6,김광현,1988-07-22,SK,1,1.416540034
7,서폴드,1990-01-16,한화,1,1.396080001
8,레일리,1988-06-29,롯데,1,1.375749991
9,쿠에바스,1990-10-14,KT,1,1.356310003
10,프리드릭,1987-07-08,NC,1,1.34417002
11,린드블럼,1987-06-15,두산,1,1.325460011
12,로하스,1990-05-24,KT,8,1.324409981
13,문승원,1989-11-28,SK,1,1.264889989
14,정우람,1985-06-01,한화,1,1.237370019
15,양의지,1987-06-05,NC,2,1.187170003
16,박세혁,1990-01-09,두산,2,1.186879984
17,배제성,1996-09-29,KT,1,1.185229999
18,이형종,1989-06-07,LG,7,1.166579999
19,강백호,1999-07-29,KT,9,1.151760014
20,김재윤,1990-09-16,KT,1,1.147799985
21,오재일,1986-10-29,두산,3,1.144609987
22,백정현,1987-07-13,삼성,1,1.139930007
23,김민성,1988-12-17,LG,5,1.101629996
24,채은성,1990-02-06,LG,9,1.088569989
25,심우준,1995-04-28,KT,6,1.029020003
26,샌즈,1987-09-28,키움,9,1.010600013
27,차우찬,1987-05-31,LG,1,0.998990032
28,채드벨,1989-02-28,한화,1,0.987619991
29,페르난데스,1988-04-27,두산,0,0.970319993
30,박건우,1990-09-08,두산,9,0.926080003
31,후랭코프,1988-08-27,두산,1,0.918150011
32,김성욱,1993-05-01,NC,8,0.889610016
33,김재호,1985-03-21,두산,6,0.869849994
34,박석민,1985-06-22,NC,5,0.86223999
35,박진우,1990-02-12,NC,1,0.862220002
36,소사,1985-07-28,SK,1,0.844039989
37,유강남,1992-07-15,LG,2,0.825660002
38,허경민,1990-08-26,두산,5,0.802220001
39,이정후,1998-08-20,키움,7,0.798179976
40,박동원,1990-04-07,키움,2,0.796080019
41,최원태,1997-01-07,키움,1,0.78766999
42,켈리,1989-10-04,LG,1,0.787540009
43,호잉,1989-05-18,한화,9,0.779470015
44,박경수,1984-03-31,KT,4,0.777450002
45,이천웅,1988-10-20,LG,8,0.77653
46,전유수,1986-11-29,KT,1,0.765569992
47,박민우,1993-02-06,NC,4,0.751349992
48,김헌곤,1988-11-09,삼성,7,0.747199991
49,서진용,1992-10-02,SK,1,0.746979995
50,고우석,1998-08-06,LG,1,0.742809997
51,김대현,1997-03-08,LG,1,0.720619985
52,최정,1987-02-28,SK,5,0.716930001
53,김재환,1988-09-22,두산,7,0.703519999
54,김현수,1988-01-12,LG,7,0.650049993
55,이명기,1987-12-26,"KIA,NC",9,0.649809998
56,황윤호,1993-09-22,KIA,4,0.649700008
57,김선빈,1989-12-18,KIA,6,0.641159994
58,박준표,1992-06-26,KIA,1,0.637740001
59,정수빈,1990-10-07,두산,8,0.634399999
60,브리검,1988-02-10,키움,1,0.63339
61,김주찬,1981-03-25,KIA,3,0.63063002
62,루친스키,1988-12-30,NC,1,0.610580002
63,장필준,1988-04-08,삼성,1,0.603280015
64,박계범,1996-01-11,삼성,6,0.595099988
65,이용찬,1989-01-02,두산,1,0.576949994
66,최재훈,1989-08-27,한화,2,0.575200009
67,서건창,1989-08-22,키움,4,0.56916
68,김진영,1992-04-16,한화,1,0.565770012
69,산체스,1989-11-28,SK,1,0.550780006
70,오지환,1990-03-12,LG,6,0.546719991
71,윌슨,1990-07-29,롯데,5,0.542060001
72,유민상,1989-04-13,KIA,3,0.53526
73,김건국,1988-02-02,롯데,1,0.532210001
74,박시영,1989-03-10,롯데,1,0.506319997
75,김규민,1993-01-26,키움,7,0.495350005
76,이대호,1982-06-21,롯데,0,0.492530002
77,노수광,1990-08-06,SK,7,0.481670001
78,박민호,1992-02-25,SK,1,0.466859989
79,김찬형,1997-12-29,NC,6,0.465779999
80,고종욱,1989-01-11,SK,7,0.46551999
81,임병욱,1995-09-30,키움,8,0.465260021
82,손승락,1982-03-04,롯데,1,0.461959995
83,윤영삼,1992-07-14,키움,1,0.461870009
84,러프,1986-07-28,삼성,3,0.461429994
85,전상현,1996-04-18,KIA,1,0.46118
86,정근우,1982-10-02,한화,8,0.459969998
87,주권,1995-05-31,KT,1,0.45356998
88,민병헌,1987-03-10,롯데,8,0.448179999
89,알칸타라,1992-12-04,KT,1,0.430999993
90,송민섭,1991-08-02,KT,9,0.41459
91,박승욱,1992-12-04,"SK,KT",3,0.406489969
92,양현,1992-08-23,키움,1,0.396110006
93,신정락,1987-05-13,"LG,한화",1,0.39477001
94,김상수,1990-03-23,삼성,4,0.392
95,고영창,1989-02-24,KIA,1,0.390969996
96,박세웅,1995-11-30,롯데,1,0.390469994
97,안치홍,1990-07-02,KIA,4,0.38897
98,김이환,2000-09-13,한화,1,0.370890012
99,권희동,1990-12-30,NC,9,0.367750014
100,서준원,2000-11-05,롯데,1,0.366710011
101,로맥,1985-09-30,SK,3,0.366670018
102,이재학,1990-10-04,NC,1,0.364059989
103,이대은,1989-03-23,KT,1,0.353089992
104,이창진,1991-03-04,KIA,8,0.34244001
105,한현희,1993-06-25,키움,1,0.337739996
106,황재균,1987-07-28,KT,5,0.32816999
107,우규민,1985-01-21,삼성,1,0.32702001
108,유희관,1986-06-01,두산,1,0.325909984
109,유한준,1981-07-01,KT,0,0.323939992
110,진명호,1989-03-20,롯데,1,0.321240002
111,김태진,1995-10-07,NC,7,0.313930016
112,터커,1990-07-06,KIA,9,0.305209995
113,김기훈,2000-01-03,KIA,1,0.304179996
114,문경찬,1992-07-08,KIA,1,0.303910007
115,송은범,1984-03-17,"한화,LG",1,0.296100003
116,오주원,1985-03-31,키움,1,0.289279995
117,배재환,1995-02-24,NC,1,0.282709999
118,모창민,1985-05-08,NC,3,0.281770006
119,정주현,1990-10-13,LG,4,0.280629999
120,임창민,1985-08-25,NC,1,0.261349998
121,김정훈,1991-10-02,NC,1,0.255799998
122,이민우,1993-02-09,KIA,1,0.253100014
123,김동준,1992-03-02,키움,1,0.252490006
124,김민수,1992-07-24,KT,1,0.244390011
125,구자욱,1993-02-12,삼성,9,0.230770001
126,송성문,1996-08-29,키움,5,0.222239993
127,배영수,1981-05-04,두산,1,0.218590003
128,윤성환,1981-10-08,삼성,1,0.215449985
129,터너,1992-05-21,KIA,1,0.20952002
130,조무근,1991-09-26,롯데,1,0.208320001
131,임기준,1991-10-08,KIA,1,0.198080003
132,김동한,1988-06-24,롯데,4,0.197039989
133,이형범,1994-02-27,두산,1,0.192739983
134,윤명준,1989-06-18,두산,1,0.189620008
135,이동현,1983-01-12,LG,1,0.186769998
136,조상우,1994-09-04,키움,1,0.182820007
137,함덕주,1995-01-13,두산,1,0.181800002
138,김대유,1991-05-08,KT,1,0.176840007
139,고효준,1983-02-08,롯데,1,0.174750002
140,최동현,1994-12-21,두산,1,0.173500006
141,정영일,1988-11-16,SK,1,0.161799996
142,정우영,1999-08-19,LG,1,0.15772999
143,박정음,1989-04-15,키움,7,0.15743001
144,최충연,1997-03-05,삼성,1,0.156620003
145,채태인,1982-10-11,롯데,3,0.156019988
146,박희수,1983-07-13,SK,1,0.149979995
147,지성준,1994-04-10,한화,2,0.148110002
148,류지혁,1994-01-13,두산,6,0.146820007
149,톰슨,1994-01-31,롯데,1,0.145470003
150,김범수,1995-10-03,한화,1,0.143590003
151,김태균,1982-05-29,한화,0,0.141119999
152,김인태,1994-07-03,두산,7,0.140939998
153,임현준,1988-12-21,삼성,1,0.136889996
154,김택형,1996-10-10,SK,1,0.136660001
155,김민혁,1995-11-21,KT,7,0.131970004
156,페게로,1987-02-22,LG,3,0.129659993
157,유재신,1987-11-21,KIA,7,0.125989997
158,김강민,1982-09-13,SK,8,0.123929982
159,강윤구,1990-07-10,NC,1,0.119790004
160,장성우,1990-01-17,KT,2,0.116100009
161,박윤철,1996-03-23,한화,1,0.115260003
162,김시현,1998-09-26,삼성,1,0.112070002
163,송광민,1983-06-24,한화,5,0.10728998
164,김민하,1989-02-25,한화,7,0.104549995
165,정의윤,1986-07-25,SK,0,0.099480006
166,권혁,1983-11-06,두산,1,0.098930007
167,김성민,1994-04-26,키움,1,0.09639999
168,신재웅,1982-03-28,SK,1,0.093940002
169,박용택,1979-04-21,LG,0,0.089870001
170,홍성민,1989-07-15,롯데,1,0.089
171,황영국,1995-12-26,한화,1,0.08625
172,최채흥,1995-01-22,삼성,1,0.085680006
173,김지수,1986-08-23,키움,5,0.082209999
174,김태연,1997-06-10,한화,5,0.08216
175,장시환,1987-11-01,롯데,1,0.076749972
176,이성우,1981-09-01,LG,2,0.076039997
177,주효상,1997-11-11,키움,2,0.07425
178,하재훈,1990-10-29,SK,1,0.070719989
179,홍성무,1993-01-25,NC,1,0.065599992
180,강민호,1985-08-18,삼성,2,0.058919993
181,백승건,2000-10-29,SK,1,0.057310001
182,김민우,1995-07-25,한화,1,0.055859997
183,오재원,1985-02-09,두산,4,0.053289997
184,이영준,1991-10-10,키움,1,0.053280002
185,이병휘,1998-08-05,두산,4,0.052310001
186,배재준,1994-11-24,LG,1,0.05022001
187,최성영,1997-04-28,NC,1,0.046830004
188,아수아헤,1991-11-02,롯데,4,0.046580001
189,강동연,1992-12-18,두산,1,0.040069997
190,라이블리,1992-03-05,삼성,1,0.037649966
191,백동훈,1990-09-16,두산,9,0.033580001
192,김도환,2000-04-14,삼성,2,0.030900002
193,금민철,1986-11-07,KT,1,0.03029
194,김윤수,1999-12-08,삼성,1,0.024320001
195,손동현,2001-01-23,KT,1,0.023880003
196,정범모,1987-03-26,NC,2,0.023620005
197,나성범,1989-10-03,NC,8,0.02231
198,박준태,1991-07-26,KIA,9,0.01957
199,김성현,1987-03-09,SK,6,0.01915001
200,송창현,1989-08-17,한화,1,0.018510005
201,최경모,1996-06-17,SK,4,0.01813
202,안우진,1999-08-30,키움,1,0.017129995
203,나지완,1985-05-19,KIA,0,0.0167
204,한동민,1989-08-09,SK,9,0.015639991
205,송승준,1980-06-29,롯데,1,0.015540002
206,고영우,1990-01-08,KIA,5,0.014039998
207,베탄코트,1991-09-02,NC,9,0.013110001
208,조영우,1995-06-27,SK,1,0.01291
209,이상규,1996-10-20,LG,1,0.01227
210,오선우,1996-12-13,KIA,9,0.01152
