1,최형우,1983-12-16,삼성,7,1.840719974
2,이용규,1985-08-26,한화,8,1.726479993
3,히메네스,1988-01-18,LG,5,1.687210005
4,나성범,1989-10-03,NC,9,1.559260012
5,에반스,1986-01-30,두산,0,1.404709981
6,윤희상,1985-05-17,SK,1,1.320870009
7,권혁,1983-11-06,한화,1,1.266580004
8,류제국,1983-05-30,LG,1,1.25295002
9,테임즈,1986-11-10,NC,3,1.249199997
10,황재균,1987-07-28,롯데,5,1.232019986
11,보우덴,1986-09-09,두산,1,1.222530024
12,이범호,1981-11-25,KIA,5,1.167249991
13,김기태,1987-05-11,삼성,1,1.152770023
14,김재현,1987-11-07,SK,7,1.120030011
15,박건우,1990-09-08,두산,9,1.080050011
16,최승준,1988-01-11,SK,3,1.075169972
17,박석민,1985-06-22,NC,5,1.058589986
18,양현종,1988-03-01,KIA,1,1.032700027
19,김주찬,1981-03-25,KIA,7,0.963900012
20,박용택,1979-04-21,LG,0,0.961470025
21,장원준,1985-07-31,두산,1,0.949950006
22,스튜어트,1986-09-28,NC,1,0.949690005
23,김하성,1995-10-17,넥센,6,0.936240016
24,김재환,1988-09-22,두산,7,0.935250001
25,임창민,1985-08-25,NC,1,0.912670006
26,켈리,1988-10-14,SK,1,0.908180017
27,박경수,1984-03-31,kt,4,0.900229987
28,대니돈,1984-07-20,넥센,9,0.890110001
29,헥터,1987-01-26,KIA,1,0.88642003
30,고메즈,1988-03-05,SK,6,0.885010024
31,강민호,1985-08-18,롯데,2,0.882570003
32,김태균,1982-05-29,한화,0,0.878769987
33,정근우,1982-10-02,한화,4,0.874169994
34,이재원,1988-02-24,SK,2,0.859090013
35,니퍼트,1981-05-06,두산,1,0.845690023
36,피어밴드,1985-08-22,"넥센,kt",1,0.843039989
37,홍건희,1992-09-29,KIA,1,0.839710008
38,주권,1995-05-31,kt,1,0.812839978
39,손시헌,1980-10-19,NC,6,0.793640001
40,유강남,1992-07-15,LG,2,0.790380023
41,정훈,1987-07-18,롯데,4,0.782300006
42,소사,1985-07-28,LG,1,0.772910029
43,심재민,1994-02-18,kt,1,0.763769997
44,박세웅,1995-11-30,롯데,1,0.760740013
45,로사리오,1989-02-23,한화,3,0.739850014
46,유희관,1986-06-01,두산,1,0.73934002
47,나지완,1985-05-19,KIA,0,0.736259989
48,이홍구,1990-12-11,KIA,2,0.71172
49,노경은,1984-03-11,"두산,롯데",1,0.708670019
50,레일리,1988-06-29,롯데,1,0.705750042
51,김광현,1988-07-22,SK,1,0.693990003
52,김재호,1985-03-21,두산,6,0.688240005
53,이태양,1993-01-28,NC,1,0.683379986
54,윤석민,1985-09-04,넥센,0,0.677390003
55,김성현,1987-03-09,SK,4,0.671999994
56,채은성,1990-02-06,LG,9,0.657069996
57,신재영,1989-11-18,넥센,1,0.641439982
58,이병규,1983-10-09,LG,7,0.640270003
59,마르테,1983-10-21,kt,5,0.637220017
60,문규현,1983-07-05,롯데,6,0.636740021
61,김강민,1982-09-13,SK,8,0.63194001
62,밴와트,1986-02-14,kt,1,0.625540004
63,이종욱,1980-06-18,NC,8,0.623559994
64,김재윤,1990-09-16,kt,1,0.61624
65,필,1984-09-09,KIA,3,0.6126
66,윤성환,1981-10-08,삼성,1,0.588129992
67,허경민,1990-08-26,두산,5,0.584110016
68,신종길,1983-12-31,KIA,9,0.574340007
69,박정진,1976-05-27,한화,1,0.570190004
70,고종욱,1989-01-11,넥센,7,0.558760023
71,박한이,1979-01-28,삼성,9,0.554960005
72,국해성,1989-10-08,두산,9,0.552380002
73,안규영,1988-04-12,두산,1,0.539089982
74,백상원,1988-01-02,삼성,4,0.533369993
75,정의윤,1986-07-25,SK,9,0.530249992
76,박해민,1990-02-24,삼성,8,0.529890009
77,송광민,1983-06-24,한화,5,0.524700003
78,윤규진,1984-07-28,한화,1,0.503630013
79,이보근,1986-04-30,넥센,1,0.50165
80,김세현,1987-08-07,넥센,1,0.497850018
81,최금강,1989-04-26,NC,1,0.49533999
82,송창식,1985-03-25,한화,1,0.48326999
83,유재신,1987-11-21,넥센,8,0.480670006
84,한승혁,1993-01-03,KIA,1,0.478789997
85,이호준,1976-02-08,NC,0,0.473439992
86,지크,1989-09-11,KIA,1,0.473129988
87,이승현,1991-11-20,LG,1,0.465180023
88,이창재,1992-12-29,kt,1,0.465100012
89,정성곤,1996-07-10,kt,1,0.450209999
90,아두치,1985-05-15,롯데,8,0.435080004
91,마리몬,1988-09-30,kt,1,0.430849985
92,정영일,1988-11-16,SK,1,0.430459997
93,신승현,1983-08-13,LG,1,0.415210007
94,코엘로,1984-11-23,넥센,1,0.41425999
95,조영훈,1982-11-12,NC,3,0.401400002
96,서건창,1989-08-22,넥센,4,0.397019995
97,코프랜드,1987-12-15,LG,1,0.396699988
98,정우람,1985-06-01,한화,1,0.388799976
99,정대훈,1985-03-08,한화,1,0.385799991
100,김지용,1988-02-20,LG,1,0.374359996
101,이우민,1982-05-04,롯데,8,0.36596999
102,차우찬,1987-05-31,삼성,1,0.364619994
103,최영필,1974-05-13,KIA,1,0.36255999
104,정재훈,1980-01-01,두산,1,0.355980001
105,김호령,1992-04-30,KIA,8,0.352450001
106,김주한,1993-02-03,SK,1,0.350269986
107,최동환,1989-09-19,LG,1,0.344230005
108,정수민,1990-04-01,NC,1,0.343730016
109,채병용,1982-04-25,SK,1,0.342519973
110,손용석,1987-04-13,롯데,5,0.337189995
